C_mu,C_sigma,F_AA,F_AB,F_BA,F_BB,metric,pair,resid,seed,task,total
0.01742349137860897,-0.1098553462277551,0.03841441773697414,0.16471151251377772,0.03743267490741364,0.13084627258612028,variance,WML01_vs_WML05,-1.3877787807814457e-17,308,g1,-0.09243185484914614
-0.09550484812672672,-0.04933369743795246,0.18541511066457939,0.25477592443264924,0.3009470751214235,0.33025365622925856,sat95,WML01_vs_WML05,0.0,308,g1,-0.14483854556467918
-0.0024763363237553532,0.04565314858903083,0.0708816879700868,0.03657075841816243,0.08470024333094861,0.027704875704811328,variance,WML01_vs_PW,0.0,301,g1,0.04317681226527548
0.04359618294897652,0.016168886160780133,0.4219206332142688,0.4145893038701265,0.3871620070819301,0.36215556410451216,sat95,WML01_vs_PW,0.0,301,g1,0.05976506910975665
-0.004861007578756923,0.028027925933888725,0.0475788527829335,0.027819392252597736,0.06070832576524338,0.0244119344278017,variance,WML01_vs_PW,0.0,302,g1,0.0231669183551318
0.0218978017954001,0.01504199619380367,0.39155507742434786,0.37721959255682885,0.3703637869552324,0.3546152794351441,sat95,WML01_vs_PW,0.0,302,g1,0.03693979798920377
0.006746832285189306,-0.0031715789191729387,0.03436989878007187,0.046327044585339996,0.03640863338097775,0.030794645414055504,variance,WML01_vs_PW,0.0,303,g1,0.003575253366016367
-0.08753182660305947,0.0018789432329542888,0.30872223639476265,0.3125912701994952,0.40200204003550893,0.39437511976486783,sat95,WML01_vs_PW,0.0,303,g1,-0.08565288337010518
0.01791754068498797,-0.0049169085253027815,0.04560632435640134,0.06313679449898664,0.04030234528869589,0.032605692196716156,variance,WML01_vs_PW,0.0,304,g1,0.013000632159685187
-0.17656011917923206,0.0031488126426704455,0.2796822646638796,0.2845251870666129,0.4642341188885154,0.4530935712004412,sat95,WML01_vs_PW,0.0,304,g1,-0.17341130653656162
0.008104326231382134,0.015325657682030088,0.045607309843496605,0.03858596190119309,0.04580729335184104,0.022177325930084382,variance,WML01_vs_PW,0.0,305,g1,0.023429983913412222
-0.08116177718891945,0.0056668781621916076,0.3066903062731365,0.3067735075940758,0.39360216294518685,0.38218520529986433,sat95,WML01_vs_PW,0.0,305,g1,-0.07549489902672785
0.0064228336314439225,0.013760102194673296,0.0470894194875743,0.04217450985952713,0.0495117784227565,0.026906483661457082,variance,WML01_vs_PW,0.0,306,g1,0.02018293582611722
-0.07776347452244048,0.006654782337976839,0.31598538419226446,0.313716716698568,0.3981349735589853,0.3870940763767281,sat95,WML01_vs_PW,0.0,306,g1,-0.07110869218446364
0.014002827322431431,-0.013550978062984158,0.034936220078234166,0.06059097422082252,0.03303716883540693,0.03448437081878689,variance,WML01_vs_PW,0.0,307,g1,0.0004518492594472734
