V_N128,V_N64,abs_diff,arm,bank,flagged,rel_diff,seed,task
0.032580531993230986,0.03258042079582254,1.1119740844778292e-07,PW,pw_rollout,False,3.413001619214983e-06,308,walker
0.05083744953721234,0.050837458417752876,8.880540539046855e-09,PW,wml_rollout,False,1.746850131131464e-07,308,walker
0.5764477032610061,0.5764494914637714,1.788202765307112e-06,WML05,neutral,False,3.102107537580808e-06,301,walker
0.5261607667361731,0.5261610948151786,3.2807900551823366e-07,WML05,pw_rollout,False,6.235337681168058e-07,301,walker
0.551186726754347,0.5511942792453807,7.552491033679942e-06,WML05,wml_rollout,False,1.3702236768567792e-05,301,walker
0.6483381470764649,0.6483778496066032,3.970253013829694e-05,WML05,neutral,False,6.12373810137913e-05,302,walker
0.6113994685062001,0.6114335800277821,3.411152158205866e-05,WML05,pw_rollout,False,5.579252737232751e-05,302,walker
0.5849527953229511,0.5849632867638372,1.0491440886162273e-05,WML05,wml_rollout,False,1.7935534234638495e-05,302,walker
0.578303116751536,0.5783185572976074,1.5440546071388006e-05,WML05,neutral,False,2.66997455557929e-05,303,walker
0.5887939141980727,0.5888314223190586,3.750812098590739e-05,WML05,pw_rollout,False,6.370330956459157e-05,303,walker
0.5824183289933923,0.5824334138112542,1.5084817861943378e-05,WML05,wml_rollout,False,2.5900314449263356e-05,303,walker
0.644786389818347,0.6447995351576707,1.3145339323727967e-05,WML05,neutral,False,2.0387122822848896e-05,304,walker
0.6968149045144213,0.6968585105023892,4.36059879679318e-05,WML05,pw_rollout,False,6.25790115645113e-05,304,walker
0.5847530525238052,0.5847690284085346,1.5975884729457768e-05,WML05,wml_rollout,False,2.732073763532409e-05,304,walker
0.6691526601866951,0.6691778177170795,2.515753038445645e-05,WML05,neutral,False,3.759610008490057e-05,305,walker
0.6538925432757838,0.6539170234261484,2.4480150364603048e-05,WML05,pw_rollout,False,3.743757382820983e-05,305,walker
0.5876447073341177,0.5876487955442509,4.0882101332018195e-06,WML05,wml_rollout,False,6.956941979020297e-06,305,walker
0.541820166156882,0.5418138491722355,6.3169846464816715e-06,WML05,neutral,False,1.1658821581499814e-05,306,walker
0.49704835429438315,0.4970487421920947,3.87897711562335e-07,WML05,pw_rollout,False,7.804023657074572e-07,306,walker
0.46826726109965605,0.46825939758028046,7.86351937559493e-06,WML05,wml_rollout,False,1.679280195059681e-05,306,walker
0.5271819291011732,0.5271808177999527,1.1113012204910788e-06,WML05,neutral,False,2.1080032511467315e-06,307,walker
0.48609287919273103,0.48610109691871156,8.2177259805305e-06,WML05,pw_rollout,False,1.690567036114152e-05,307,walker
0.48585256909305524,0.48585732814206,4.7590490047655365e-06,WML05,wml_rollout,False,9.795253349486842e-06,307,walker
0.7241951539369524,0.7242696319857888,7.447804883631282e-05,WML05,neutral,False,0.00010284251203757266,308,walker
0.8223367033310852,0.8224404532963417,0.00010374996525652769,WML05,pw_rollout,False,0.00012616482377140884,308,walker
0.6987945588587241,0.6988656428141177,7.108395539356938e-05,WML05,wml_rollout,False,0.00010172368186390026,308,walker
0.2506835714989701,0.2506811299843821,2.441514588003013e-06,WML01,neutral,False,9.739427970504417e-06,301,walker
0.20093311877149428,0.200929716394157,3.402377337285989e-06,WML01,pw_rollout,False,1.693288472347483e-05,301,walker
0.30753375866885474,0.3075285585013057,5.2001675490132016e-06,WML01,wml_rollout,False,1.6909257609707238e-05,301,walker
0.3447382934176746,0.34473669842189875,1.5949957758443212e-06,WML01,neutral,False,4.626685826027085e-06,302,walker
0.2550772678741375,0.2550759270209331,1.34085320435684e-06,WML01,pw_rollout,False,5.25665503449902e-06,302,walker
0.3443556274448778,0.3443523362264439,3.2912184338984574e-06,WML01,wml_rollout,False,9.557614778417681e-06,302,walker
0.3003699644296489,0.30036827541607164,1.689013577277354e-06,WML01,neutral,False,5.623110754380856e-06,303,walker
