env,arm,tag,seed,rerun,canonical,rerun_git,canon_git,max_abs_this_seed,w3_rerun,w3_canon,w3_diff
WalkerRun,pathwise,pathwise_fa_noent,302,WalkerRun_pathwise_fa_noent_s302_final,WalkerRun_pathwise_fa_noent_s302_final,964b251a7403d2517a38f1bd63b8918ea5a37df7,4665b08de73cf19ef438cfc9c4d9a1c976cf5dc5,0.0,889.1413981119791,889.1413981119791,0.0
WalkerRun,pathwise,pathwise_fa_noent,303,WalkerRun_pathwise_fa_noent_s303_final,WalkerRun_pathwise_fa_noent_s303_final,964b251a7403d2517a38f1bd63b8918ea5a37df7,4665b08de73cf19ef438cfc9c4d9a1c976cf5dc5,0.0,929.9036865234375,929.9036865234375,0.0
WalkerRun,pathwise,pathwise_fa_noent,304,WalkerRun_pathwise_fa_noent_s304_final,WalkerRun_pathwise_fa_noent_s304_final,964b251a7403d2517a38f1bd63b8918ea5a37df7,4665b08de73cf19ef438cfc9c4d9a1c976cf5dc5,0.0,832.3280232747396,832.3280232747396,0.0
WalkerRun,pathwise,pathwise_fa_noent,305,WalkerRun_pathwise_fa_noent_s305_final,WalkerRun_pathwise_fa_noent_s305_final,964b251a7403d2517a38f1bd63b8918ea5a37df7,4665b08de73cf19ef438cfc9c4d9a1c976cf5dc5,0.0,911.3086751302084,911.3086751302084,0.0
WalkerRun,pathwise,pathwise_fa_noent,306,WalkerRun_pathwise_fa_noent_s306_final,WalkerRun_pathwise_fa_noent_s306_final,964b251a7403d2517a38f1bd63b8918ea5a37df7,4665b08de73cf19ef438cfc9c4d9a1c976cf5dc5,0.0,883.1041666666666,883.1041666666666,0.0
WalkerRun,pathwise,pathwise_fa_noent,307,WalkerRun_pathwise_fa_noent_s307_final,WalkerRun_pathwise_fa_noent_s307_final,964b251a7403d2517a38f1bd63b8918ea5a37df7,4665b08de73cf19ef438cfc9c4d9a1c976cf5dc5,0.0,887.4809773763021,887.4809773763021,0.0
WalkerRun,pathwise,pathwise_fa_noent,308,WalkerRun_pathwise_fa_noent_s308_final,WalkerRun_pathwise_fa_noent_s308_final,964b251a7403d2517a38f1bd63b8918ea5a37df7,4665b08de73cf19ef438cfc9c4d9a1c976cf5dc5,0.0,917.3145548502604,917.3145548502604,0.0
WalkerRun,weighted_mle,weighted_mle,301,WalkerRun_weighted_mle_s301_final,WalkerRun_weighted_mle_s301_final,964b251a7403d2517a38f1bd63b8918ea5a37df7,,62.28533935546875,789.1625773111979,784.5498860677084,4.6126912434895075
WalkerRun,weighted_mle,weighted_mle,302,WalkerRun_weighted_mle_s302_final,WalkerRun_weighted_mle_s302_final,964b251a7403d2517a38f1bd63b8918ea5a37df7,,0.0,777.2047932942709,777.2047932942709,0.0
WalkerRun,weighted_mle,weighted_mle,303,WalkerRun_weighted_mle_s303_final,WalkerRun_weighted_mle_s303_final,964b251a7403d2517a38f1bd63b8918ea5a37df7,,94.665283203125,809.025390625,798.9025268554688,10.12286376953125
WalkerRun,weighted_mle,weighted_mle,304,WalkerRun_weighted_mle_s304_final,WalkerRun_weighted_mle_s304_final,964b251a7403d2517a38f1bd63b8918ea5a37df7,,0.0,710.2242431640625,710.2242431640625,0.0
WalkerRun,weighted_mle,weighted_mle,305,WalkerRun_weighted_mle_s305_final,WalkerRun_weighted_mle_s305_final,964b251a7403d2517a38f1bd63b8918ea5a37df7,,162.5179443359375,869.9379475911459,762.513671875,107.42427571614587
WalkerRun,weighted_mle,weighted_mle,306,WalkerRun_weighted_mle_s306_final,WalkerRun_weighted_mle_s306_final,964b251a7403d2517a38f1bd63b8918ea5a37df7,,0.0,717.0111694335938,717.0111694335938,0.0
WalkerRun,weighted_mle,weighted_mle,307,WalkerRun_weighted_mle_s307_final,WalkerRun_weighted_mle_s307_final,964b251a7403d2517a38f1bd63b8918ea5a37df7,,90.3450927734375,874.4707845052084,887.0839233398438,12.613138834635379
WalkerRun,weighted_mle,weighted_mle,308,WalkerRun_weighted_mle_s308_final,WalkerRun_weighted_mle_s308_final,964b251a7403d2517a38f1bd63b8918ea5a37df7,,0.0,646.5340983072916,646.5340983072916,0.0
