d,rank,sigma,omega,c,r_nom,r_rms,omega_rms_over_omega,ratio,product_rms,product_nom,arm,npz
1,1,0.024610725056510595,0.13501275609964633,0.0033227618194901195,0.0033227618194901195,0.0029842240029628133,0.8981155331262187,150888.74544517233,1.3437537401052186,1.6659243291749257,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.024610725056510595,0.18228444309622582,0.004486152311120365,0.004486152311120365,0.0041194830301021085,0.9182664217375436,86462.43440050601,1.467279654154436,1.7401051324936898,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.024610725056510595,0.24610725056510596,0.006056877878071585,0.006056877878071585,0.005830114644301216,0.9625610358446641,52057.19626880179,1.7694364265348526,1.9097583098943438,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.024610725056510595,0.33227618194901193,0.008177557756774222,0.008177557756774222,0.008523351220868712,1.0422856645442873,33458.3954106607,2.4306693170773928,2.237444903133804,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.024610725056510595,0.4486152311120365,0.011040746109061288,0.011040746109061288,0.0115503003403044,1.0461521554983422,18524.644187187616,2.47136236925933,2.2581184598972666,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.024610725056510595,0.6056877878071585,0.014906415615808107,0.014906415615808107,0.014019056290879793,0.9404713146474141,8212.994553762508,1.614132172992442,1.824937463175899,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.024610725056510595,0.8177557756774221,0.02012556255857059,0.02012556255857059,0.020922220449139828,1.0395843787347936,5507.750867516371,2.410959056260291,2.230849873600806,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.024610725056510595,1.1040746109061288,0.027172076690884648,0.027172076690884648,0.02512072590107174,0.924505189163511,2387.8020813362996,1.5068245803298255,1.7629662153939398,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.024610725056510595,1.4906415615808106,0.03668576962987294,0.03668576962987294,0.032031222729790684,0.873123912976543,1170.1606916709347,1.200583968122164,1.5748557273965285,rank1,d1_rank1_M32_unit_H_identity.npz
1,1,0.024610725056510595,2.012556255857059,0.04953046867365847,0.04953046867365847,0.05164042178135851,1.0425990943393226,910.0295318453772,2.4268059307499072,2.2325457171107304,rank1,d1_rank1_M32_unit_H_identity.npz
