ckpt,state,state_source,k,q_phi,qhat_A,qhat_B,qhat_pooled,se_A,se_B,traj_sd_pooled,n_rollouts,horizon,n_done,base_clipped_coords
WML,32,WML,9,0.407494,-111.246011,-22.837535,-67.041773,52.510055,5.198479,111.709957,16,500,0.000,5
WML,32,WML,10,0.406075,-26.129130,-56.180963,-41.155046,8.115338,13.869764,34.711458,16,500,0.000,3
WML,32,WML,11,0.409512,-34.078060,-18.478870,-26.278465,15.111694,6.738644,32.969284,16,500,0.000,5
WML,32,WML,12,0.395341,-27.894765,-36.163996,-32.029381,9.073082,17.169462,37.763960,16,500,0.000,4
WML,32,WML,13,0.398655,-41.478713,-30.885817,-36.182265,10.328233,4.357317,22.339382,16,500,0.000,5
WML,32,WML,14,0.399411,-33.007797,-43.708820,-38.358308,20.341747,9.265475,43.541280,16,500,0.000,5
WML,32,WML,15,0.405878,-48.422764,-44.585812,-46.504288,17.418903,15.246953,44.772464,16,500,0.000,5
WML,33,WML,0,0.351933,-375.495028,-442.962547,-409.228787,68.101653,36.807364,153.578216,16,500,0.000,5
WML,33,WML,1,0.389720,-384.260468,-251.609146,-317.934807,54.908138,33.340569,141.767258,16,500,0.000,4
WML,33,WML,2,0.373232,-207.572422,-127.585069,-167.578745,45.664258,34.024641,117.528533,16,500,0.000,5
WML,33,WML,3,0.358036,-292.056107,-457.669270,-374.862688,40.742322,71.354140,180.330527,16,500,0.000,5
WML,33,WML,4,0.356552,-491.857937,-381.500427,-436.679182,72.012309,56.522224,185.835958,16,500,0.000,6
WML,33,WML,5,0.366128,-295.841583,-364.466282,-330.153933,64.367588,37.841267,148.558783,16,500,0.000,6
WML,33,WML,6,0.371370,-270.605005,-295.620190,-283.112597,96.321195,62.924673,222.679308,16,500,0.000,5
WML,33,WML,7,0.358928,-456.194714,-545.977924,-501.086319,41.492070,106.802147,226.189944,16,500,0.000,6
WML,33,WML,8,0.371979,-216.529089,-186.298608,-201.413848,47.801448,55.647491,142.601155,16,500,0.000,6
WML,33,WML,9,0.358743,-384.994775,-352.289886,-368.642331,105.221193,59.133246,233.823280,16,500,0.000,5
WML,33,WML,10,0.396973,-310.843317,-444.967306,-377.905312,47.946859,73.527076,183.201961,16,500,0.000,5
WML,33,WML,11,0.354371,-396.608977,-422.690884,-409.649930,55.585300,31.458269,124.140932,16,500,0.000,5
WML,33,WML,12,0.363578,-244.474889,-257.357406,-250.916147,44.066496,81.296974,178.796506,16,500,0.000,5
WML,33,WML,13,0.369516,-231.755888,-239.583411,-235.669650,34.031182,62.416219,137.419988,16,500,0.000,5
WML,33,WML,14,0.377128,-346.341134,-301.191574,-323.766354,62.165388,59.195840,167.491327,16,500,0.000,6
WML,33,WML,15,0.372584,-68.731492,-140.455739,-104.593615,18.387239,23.612337,68.669701,16,500,0.000,6
WML,34,WML,0,0.357446,-238.076223,-351.706319,-294.891271,60.933567,91.808433,220.844096,16,500,0.000,6
WML,34,WML,1,0.365397,-197.164800,-276.835633,-237.000217,47.965544,47.651512,136.963724,16,500,0.000,5
WML,34,WML,2,0.354244,-89.969891,-273.449062,-181.709477,21.230420,95.956298,212.214604,16,500,0.000,6
WML,34,WML,3,0.382529,-120.685337,-84.312745,-102.499041,69.458629,46.006244,162.068318,16,500,0.000,5
WML,34,WML,4,0.354260,-297.595558,-242.083755,-269.839657,71.423704,87.829584,220.603355,16,500,0.000,5
WML,34,WML,5,0.364956,-172.793528,-256.033934,-214.413731,46.102692,91.156804,202.002812,16,500,0.000,6
WML,34,WML,6,0.363892,-249.932198,-230.402854,-240.167526,52.158260,56.522276,148.947347,16,500,0.000,6
WML,34,WML,7,0.357614,-167.447138,-127.434347,-147.440743,47.644724,32.120301,112.931002,16,500,0.000,6
WML,34,WML,8,0.371100,-278.732055,-244.312267,-261.522161,61.644122,38.287506,141.334359,16,500,0.000,5
WML,34,WML,9,0.382236,-304.386353,-396.470766,-350.428559,57.579470,45.499035,149.556986,16,500,0.000,5
WML,34,WML,10,0.382393,-44.394069,-71.347995,-57.871032,21.867733,33.824977,79.059623,16,500,0.000,6
WML,34,WML,11,0.380437,-259.734499,-161.808772,-210.771635,71.644043,70.153117,200.233230,16,500,0.000,4
WML,34,WML,12,0.370534,-178.312023,-178.178977,-178.245500,36.778978,49.754186,119.548516,16,500,0.000,4
WML,34,WML,13,0.364957,-295.884582,-209.687381,-252.785981,73.611737,31.936579,161.303704,16,500,0.000,6
WML,34,WML,14,0.371379,-81.089457,-48.248138,-64.668798,28.125610,19.191535,67.940486,16,500,0.000,6
WML,34,WML,15,0.366349,-214.191614,-288.277831,-251.234722,49.140495,85.505636,194.355547,16,500,0.000,5
WML,35,WML,0,0.775094,-41.666389,-48.229000,-44.947695,22.789648,21.125407,60.138020,16,500,0.000,3
WML,35,WML,1,0.680015,-18.043591,-72.091310,-45.067450,11.414624,36.728716,79.383033,16,500,0.000,3
WML,35,WML,2,0.765658,-41.637304,-39.124091,-40.380697,13.405561,13.945161,37.397997,16,500,0.000,5
WML,35,WML,3,0.767908,-66.282068,-28.229375,-47.255722,29.259237,10.514021,63.205640,16,500,0.000,5
WML,35,WML,4,0.539797,-56.590993,-44.985869,-50.788431,16.102763,17.533315,46.385931,16,500,0.000,5
WML,35,WML,5,0.734439,-38.544664,-12.446797,-25.495731,11.739373,3.557380,27.264865,16,500,0.000,3
WML,35,WML,6,0.766478,-14.908856,-44.577961,-29.743409,10.761450,10.520857,32.868292,16,500,0.000,4
WML,35,WML,7,0.843923,-56.516674,-29.734552,-43.125613,20.851544,8.657322,45.763413,16,500,0.000,3
WML,35,WML,8,0.767918,-101.293572,-81.208545,-91.251059,41.772536,41.153838,113.775887,16,500,0.000,5
WML,35,WML,9,0.548713,-39.358450,-104.807326,-72.082888,12.878011,69.033241,139.831896,16,500,0.000,4
WML,35,WML,10,0.652599,-26.480392,-20.075093,-23.277742,4.494760,7.051627,16.492619,16,500,0.000,3
WML,35,WML,11,0.615682,-29.370548,-54.407971,-41.889260,17.061452,12.962959,43.373457,16,500,0.000,3
WML,35,WML,12,0.773860,-28.604532,-35.829888,-32.217210,15.393191,15.054669,41.769250,16,500,0.000,4
WML,35,WML,13,0.663709,-70.317118,-20.844521,-45.580819,30.722399,12.507109,68.995938,16,500,0.000,4
WML,35,WML,14,0.545530,-35.749558,-25.597479,-30.673519,14.224311,13.086315,37.711968,16,500,0.000,5
WML,35,WML,15,0.560755,-50.566292,-4.099465,-27.332879,29.021156,4.655304,61.652266,16,500,0.000,5
WML,36,WML,0,0.372199,-125.147758,-104.221420,-114.684589,18.028244,36.716641,79.769205,16,500,0.000,4
WML,36,WML,1,0.385405,-173.302751,-190.149446,-181.726098,23.886986,20.602197,61.566985,16,500,0.000,4
WML,36,WML,2,0.378336,-159.281472,-123.979860,-141.630666,20.409028,19.136487,57.048456,16,500,0.000,3
WML,36,WML,3,0.375617,-138.544529,-132.877614,-135.711071,17.649042,18.496540,49.484445,16,500,0.000,3
WML,36,WML,4,0.387973,-165.047955,-191.271067,-178.159511,28.836211,15.322220,64.530751,16,500,0.000,5
WML,36,WML,5,0.371343,-181.012907,-176.452343,-178.732625,29.265601,21.335987,70.018274,16,500,0.000,5
WML,36,WML,6,0.390349,-168.324533,-149.280517,-158.802525,12.157812,24.811373,54.284454,16,500,0.000,4
WML,36,WML,7,0.373057,-167.721556,-180.158947,-173.940251,18.369337,23.494771,57.981156,16,500,0.000,2
WML,36,WML,8,0.374727,-142.741402,-171.172379,-156.956890,23.310636,16.641732,57.254944,16,500,0.000,4
WML,36,WML,9,0.378820,-130.725533,-163.062316,-146.893924,10.390266,24.269276,53.673192,16,500,0.000,4
WML,36,WML,10,0.387091,-169.287201,-202.418495,-185.852848,23.445077,13.738251,55.221829,16,500,0.000,4
WML,36,WML,11,0.386723,-152.212237,-184.517035,-168.364636,18.039293,40.835774,87.856354,16,500,0.000,5
WML,36,WML,12,0.379155,-125.213493,-160.159958,-142.686725,24.232935,15.240221,58.181895,16,500,0.000,5
WML,36,WML,13,0.383660,-174.164508,-172.004762,-173.084635,20.489712,13.488384,47.411311,16,500,0.000,5
WML,36,WML,14,0.386017,-149.661620,-144.143826,-146.902723,16.785048,21.577226,52.897005,16,500,0.000,4
WML,36,WML,15,0.381067,-186.031280,-152.346505,-169.188892,44.261165,28.977005,103.687620,16,500,0.000,4
WML,37,WML,0,32.458984,25.690943,17.147767,21.419355,6.595968,11.786999,26.468334,16,500,0.000,5
WML,37,WML,1,33.201439,30.875877,24.298442,27.587159,0.889089,7.868294,15.672226,16,500,0.000,4
WML,37,WML,2,33.734177,34.539608,35.899371,35.219489,1.361640,1.535436,4.026968,16,500,0.000,5
WML,37,WML,3,33.413303,-1.792385,13.046966,5.627290,23.266344,16.619140,55.774465,16,500,0.000,4
WML,37,WML,4,33.450062,0.565764,36.536308,18.551036,24.765903,1.500171,51.412804,16,500,0.000,5
WML,37,WML,5,32.634373,25.052220,19.944868,22.498544,9.130054,9.315021,25.339667,16,500,0.000,5
WML,37,WML,6,33.801498,14.026603,-2.177854,5.924375,11.595248,17.476590,41.379280,16,500,0.000,5
WML,37,WML,7,33.902298,20.109806,-5.779058,7.165374,11.176089,23.416433,51.885806,16,500,0.000,4
WML,37,WML,8,32.565464,18.491794,-6.721416,5.885189,14.192698,17.692164,45.717803,16,500,0.000,4
WML,37,WML,9,33.859756,-2.895432,13.201001,5.152785,15.658865,13.976754,41.398200,16,500,0.000,3
WML,37,WML,10,34.541103,22.401056,33.987981,28.194518,12.722617,2.031525,25.602843,16,500,0.000,4
WML,37,WML,11,31.539932,15.578310,27.183353,21.380831,8.137221,4.214684,18.693085,16,500,0.000,4
WML,37,WML,12,32.524918,37.319053,17.491006,27.405029,1.420655,9.738572,21.597310,16,500,0.000,4
WML,37,WML,13,34.315826,32.881960,34.173868,33.527914,2.061382,1.114616,4.576820,16,500,0.000,4
WML,37,WML,14,32.880043,30.029631,28.402938,29.216284,4.423236,3.126077,10.499135,16,500,0.000,5
WML,37,WML,15,33.133972,4.012643,27.409511,15.711077,16.448189,8.515055,37.771596,16,500,0.000,5
WML,38,WML,0,2.870090,-61.121829,-18.214887,-39.668358,60.241511,10.774823,120.302859,16,500,0.000,5
WML,38,WML,1,7.964242,17.414975,7.554615,12.484795,2.664797,8.698043,18.299916,16,500,0.000,5
WML,38,WML,2,1.307425,-37.484153,-54.954034,-46.219094,13.537864,30.562112,65.212733,16,500,0.000,5
WML,38,WML,3,3.146411,-96.640870,-31.252160,-63.946515,31.288401,11.958349,72.999013,16,500,0.000,4
WML,38,WML,4,8.401727,-0.148700,-19.297466,-9.723083,4.483844,17.798492,36.817213,16,500,0.000,5
WML,38,WML,5,5.564564,2.271074,1.632797,1.951936,11.157054,5.131930,23.730932,16,500,0.000,6
WML,38,WML,6,3.402511,-55.281446,-33.903170,-44.592308,22.265694,12.693659,50.737211,16,500,0.000,6
WML,38,WML,7,3.399124,-53.302679,-36.599937,-44.951308,17.548041,11.711017,41.665733,16,500,0.000,5
WML,38,WML,8,8.437693,-8.222441,-1.974277,-5.098359,9.354129,6.120231,21.838417,16,500,0.000,5
WML,38,WML,9,7.101179,-42.002211,-14.603559,-28.302885,11.645590,11.733934,34.935964,16,500,0.000,6
WML,38,WML,10,4.975240,9.925888,-6.071525,1.927181,3.355160,15.046808,30.911515,16,500,0.000,5
WML,38,WML,11,4.418278,-49.740501,-37.148927,-43.444714,17.031037,16.267626,45.968784,16,500,0.000,4
WML,38,WML,12,1.594255,-75.446968,-19.222211,-47.334590,68.365968,7.232205,135.968790,16,500,0.000,6
WML,38,WML,13,6.405965,1.444862,12.580984,7.012923,9.416187,2.376497,19.625735,16,500,0.000,4
WML,38,WML,14,3.402777,-8.813728,-8.558216,-8.685972,6.155790,5.053602,15.389367,16,500,0.000,5
WML,38,WML,15,6.447414,3.117488,-12.750249,-4.816381,3.669385,9.401716,21.152010,16,500,0.000,6
WML,39,WML,0,48.063225,40.629128,23.386647,32.007888,7.944047,15.353100,34.567272,16,500,0.000,3
WML,39,WML,1,48.064560,49.257814,42.836022,46.046918,0.190699,4.709500,9.692058,16,500,0.000,2
WML,39,WML,2,48.062401,41.577100,48.857009,45.217055,6.630927,0.565702,13.396975,16,500,0.000,2
WML,39,WML,3,48.063229,48.622820,48.332097,48.477459,0.192531,0.481561,1.013257,16,500,0.000,2
WML,39,WML,4,48.052765,47.535719,49.393734,48.464726,1.376857,0.341470,2.904016,16,500,0.000,2
WML,39,WML,5,48.062271,40.717004,44.479798,42.598401,3.443685,1.200292,7.309426,16,500,0.000,2
WML,39,WML,6,48.062111,49.105818,46.349009,47.727413,0.377116,1.560326,3.412747,16,500,0.000,2
WML,39,WML,7,48.060745,45.952050,48.726712,47.339381,1.822847,0.528074,3.936889,16,500,0.000,2
WML,39,WML,8,48.061302,48.545481,48.105385,48.325433,0.361852,0.621081,1.407332,16,500,0.000,2
WML,39,WML,9,48.044510,47.804673,48.144362,47.974518,0.669913,0.277012,1.411633,16,500,0.000,2
WML,39,WML,10,48.063835,45.677651,48.576659,47.127155,2.534095,0.389863,5.175199,16,500,0.000,2
WML,39,WML,11,48.061569,48.563260,23.265848,35.914554,0.355751,19.163697,39.270660,16,500,0.000,3
WML,39,WML,12,48.063866,45.897833,48.358076,47.127955,1.968162,0.625566,4.187687,16,500,0.000,2
WML,39,WML,13,48.060097,47.744034,48.600357,48.172196,0.572887,0.433707,1.457075,16,500,0.000,2
WML,39,WML,14,48.061832,48.371001,39.548058,43.959529,0.336017,9.122468,18.217186,16,500,0.000,2
WML,39,WML,15,48.062492,20.378877,38.892775,29.635826,21.573744,9.836854,46.800074,16,500,0.000,2
WML,40,WML,0,53.289658,49.127848,54.409334,51.768591,5.244851,0.629846,10.564929,16,500,0.000,0
WML,40,WML,1,53.278313,52.936377,54.301876,53.619126,1.607700,0.313759,3.242574,16,500,0.000,0
WML,40,WML,2,53.353477,55.032935,54.571115,54.802025,0.455469,0.284652,1.064829,16,500,0.000,0
WML,40,WML,3,53.353703,44.650211,50.187616,47.418913,10.427253,2.536746,20.931255,16,500,0.000,0
WML,40,WML,4,53.336739,50.012190,48.748177,49.380184,3.853357,5.955347,13.721039,16,500,0.000,0
WML,40,WML,5,53.345276,51.475892,52.122278,51.799085,2.142611,2.671591,6.625452,16,500,0.000,0
WML,40,WML,6,53.367527,49.002314,35.079010,42.040662,5.780514,13.508160,29.285923,16,500,0.000,0
WML,40,WML,7,53.341877,55.053560,44.021261,49.537411,0.264468,10.785725,21.610718,16,500,0.000,0
WML,40,WML,8,53.358513,53.813964,53.281616,53.547790,0.602709,0.840579,2.017326,16,500,0.000,0
WML,40,WML,9,53.352928,49.799213,53.877744,51.838479,4.833267,1.154867,9.829928,16,500,0.000,0
WML,40,WML,10,53.237732,39.481869,19.230828,29.356348,14.291649,31.028974,66.830697,16,500,0.000,0
WML,40,WML,11,53.323151,52.923169,50.172635,51.547902,1.388426,4.607421,9.405675,16,500,0.000,0
WML,40,WML,12,53.347752,54.796374,50.322650,52.559512,0.406494,5.028585,10.017863,16,500,0.000,0
WML,40,WML,13,53.295345,44.275994,47.301978,45.788986,9.086270,7.624986,22.972254,16,500,0.000,0
WML,40,WML,14,53.405693,42.840643,41.714947,42.277795,11.487402,11.481149,31.386399,16,500,0.000,0
WML,40,WML,15,53.270134,42.653213,44.922867,43.788040,12.663989,10.289774,31.549903,16,500,0.000,0
WML,41,WML,0,49.466438,50.768384,50.603175,50.685780,0.236523,0.421455,0.937691,16,500,0.000,0
WML,41,WML,1,49.463715,31.874864,40.125733,36.000298,11.936992,9.919945,30.290311,16,500,0.000,0
WML,41,WML,2,49.451824,50.476108,45.785267,48.130687,0.263519,4.912097,9.808540,16,500,0.000,0
WML,41,WML,3,49.460835,46.007725,49.390164,47.698944,4.624404,1.075855,9.338623,16,500,0.000,0
WML,41,WML,4,49.468498,31.586862,43.715587,37.651225,16.747792,6.285582,35.126686,16,500,0.000,0
WML,41,WML,5,49.434860,32.516437,10.840888,21.678662,12.224268,35.441766,73.298568,16,500,0.000,0
WML,41,WML,6,49.469017,15.154171,43.830448,29.492310,31.574868,6.571618,64.051119,16,500,0.000,0
WML,41,WML,7,49.447037,50.918939,47.031327,48.975133,0.246578,3.712832,7.464698,16,500,0.000,0
WML,41,WML,8,49.461391,43.385664,49.484344,46.435004,4.390214,0.650416,9.135311,16,500,0.000,0
WML,41,WML,9,49.466496,50.528396,48.512832,49.520614,0.305663,2.193214,4.403426,16,500,0.000,0
WML,41,WML,10,49.468815,33.559708,47.906383,40.733046,17.040031,1.429019,33.860473,16,500,0.000,0
WML,41,WML,11,49.473408,49.775342,49.332854,49.554098,0.290779,0.867908,1.783273,16,500,0.000,0
WML,41,WML,12,49.461861,50.875083,41.457454,46.166269,0.251903,8.503046,17.141024,16,500,0.000,0
WML,41,WML,13,49.448204,28.569629,40.448991,34.509310,16.008967,9.458159,36.447340,16,500,0.000,0
WML,41,WML,14,49.467258,50.012444,45.064137,47.538290,0.454646,4.923573,9.889544,16,500,0.000,0
WML,41,WML,15,49.461151,50.387003,49.730650,50.058826,0.310446,0.975505,2.006829,16,500,0.000,0
WML,42,WML,0,6.103129,-8.256467,4.370550,-1.942959,9.715741,11.302917,29.527675,16,500,0.000,3
WML,42,WML,1,8.097287,-13.806280,15.531757,0.862738,12.020400,5.407995,29.633451,16,500,0.000,2
WML,42,WML,2,7.997413,-6.450865,-0.008860,-3.229862,19.735164,12.419472,45.176924,16,500,0.000,4
WML,42,WML,3,7.476686,8.890668,-6.071058,1.409805,8.035914,9.984786,25.941777,16,500,0.000,5
WML,42,WML,4,8.004245,-27.151156,-0.656734,-13.903945,23.907128,19.351375,60.983768,16,500,0.000,5
WML,42,WML,5,6.151156,6.099805,14.722396,10.411100,12.533116,9.506312,30.718656,16,500,0.000,3
WML,42,WML,6,5.016502,3.939455,3.954208,3.946832,10.650074,8.372036,26.174853,16,500,0.000,5
WML,42,WML,7,6.013184,11.623424,19.344220,15.483822,5.157110,2.461358,11.739024,16,500,0.000,3
WML,42,WML,8,4.962017,-2.309287,14.230125,5.960419,13.877178,4.539668,29.476035,16,500,0.000,5
WML,42,WML,9,6.318687,10.260674,0.638333,5.449503,7.357802,11.058400,26.140880,16,500,0.000,3
WML,42,WML,10,5.816332,3.462999,-3.402900,0.030049,6.218875,7.785887,19.577285,16,500,0.000,2
WML,42,WML,11,8.024074,15.510055,1.610108,8.560081,6.621362,12.928607,28.969349,16,500,0.000,3
WML,42,WML,12,5.366090,17.855265,13.399818,15.627542,3.887350,3.243090,10.048664,16,500,0.000,5
WML,42,WML,13,5.670475,13.791059,-5.755562,4.017748,5.320605,16.963980,35.804159,16,500,0.000,3
WML,42,WML,14,5.402422,-29.666189,-12.192697,-20.929443,15.344838,15.511957,43.113836,16,500,0.000,4
WML,42,WML,15,8.314979,-5.613438,-19.994459,-12.803949,11.415296,15.010827,37.186694,16,500,0.000,4
WML,43,WML,0,46.844162,47.139872,46.545439,46.842655,0.340463,1.452971,2.899743,16,500,0.000,1
WML,43,WML,1,46.904297,47.870700,46.685244,47.277972,0.190814,0.891831,1.865484,16,500,0.000,1
WML,43,WML,2,46.869724,47.494265,47.575598,47.534931,0.534139,0.325524,1.209341,16,500,0.000,2
WML,43,WML,3,46.922035,47.984354,46.926700,47.455527,0.160442,1.047964,2.120014,16,500,0.000,2
WML,43,WML,4,46.848751,15.409964,30.162405,22.786185,27.321153,17.767329,63.429460,16,500,0.000,1
WML,43,WML,5,46.883404,47.849321,47.838747,47.844034,0.321020,0.253469,0.790329,16,500,0.000,2
WML,43,WML,6,46.791046,47.651119,45.226341,46.438730,0.318872,1.648868,3.478152,16,500,0.000,1
WML,43,WML,7,46.888554,24.091978,46.904173,35.498076,24.261661,0.602507,48.349487,16,500,0.000,1
WML,43,WML,8,46.915298,40.394245,47.873261,44.133753,6.712295,0.319127,13.546268,16,500,0.000,1
WML,43,WML,9,46.857185,35.434260,40.226675,37.830468,7.668802,5.050358,17.913870,16,500,0.000,2
WML,43,WML,10,46.888420,47.213751,47.352681,47.283216,0.434383,0.288558,1.010170,16,500,0.000,1
WML,43,WML,11,46.914993,4.426681,47.767478,26.097079,27.424866,0.255893,57.524643,16,500,0.000,1
WML,43,WML,12,46.901447,38.653677,32.253777,35.453727,6.145600,11.498648,25.407511,16,500,0.000,1
WML,43,WML,13,46.900772,45.340281,46.112601,45.726441,2.211430,1.247186,4.921762,16,500,0.000,1
WML,43,WML,14,46.924950,48.032944,32.941658,40.487301,0.449704,15.223024,30.440958,16,500,0.000,2
WML,43,WML,15,46.905640,45.685356,47.022266,46.353811,1.732934,0.623338,3.624725,16,500,0.000,0
WML,44,WML,0,44.740662,44.918610,44.970493,44.944551,0.556483,0.644873,1.646019,16,500,0.000,3
WML,44,WML,1,44.964439,44.493815,44.012575,44.253195,0.431298,0.816932,1.802157,16,500,0.000,2
WML,44,WML,2,45.302574,23.749262,44.547065,34.148164,19.645356,0.860855,39.483613,16,500,0.000,3
WML,44,WML,3,45.124084,44.337171,31.252945,37.795058,0.637341,13.833968,27.597996,16,500,0.000,3
WML,44,WML,4,45.134029,27.875864,32.673192,30.274528,12.491063,11.548271,32.962458,16,500,0.000,2
WML,44,WML,5,44.926506,45.280000,42.172493,43.726247,0.257674,2.413025,4.955906,16,500,0.000,2
WML,44,WML,6,45.088306,43.724046,44.748359,44.236202,1.818538,0.403523,3.637873,16,500,0.000,3
WML,44,WML,7,44.945004,45.527528,18.238564,31.883046,0.363815,18.174879,37.845678,16,500,0.000,2
WML,44,WML,8,44.564850,42.473112,23.845065,33.159089,0.710788,16.076447,32.547021,16,500,0.000,0
WML,44,WML,9,45.174793,45.049667,44.838589,44.944128,0.304405,0.515921,1.162558,16,500,0.000,3
WML,44,WML,10,44.342278,35.103853,39.693658,37.398755,6.072389,3.823253,14.065965,16,500,0.000,3
WML,44,WML,11,45.278702,45.443293,38.530849,41.987071,0.408103,5.903320,11.977782,16,500,0.000,2
WML,44,WML,12,45.191269,42.293195,43.871278,43.082237,1.426189,1.182788,3.671597,16,500,0.000,1
WML,44,WML,13,45.006561,14.785870,45.171027,29.978448,24.027981,0.324959,49.010340,16,500,0.000,3
WML,44,WML,14,45.228268,44.283693,23.563363,33.923528,0.494529,19.982956,40.077311,16,500,0.000,3
WML,44,WML,15,45.128620,33.524331,29.463777,31.494054,7.830331,8.394565,22.279720,16,500,0.000,3
WML,45,WML,0,53.776627,56.382008,-9.382945,23.499532,0.159014,49.297771,101.125884,16,500,0.000,0
WML,45,WML,1,53.899246,51.147639,53.651465,52.399552,2.774032,1.944206,6.671767,16,500,0.000,0
WML,45,WML,2,53.784672,52.299288,47.262263,49.780775,2.142779,7.890650,16.011043,16,500,0.000,0
WML,45,WML,3,53.842392,46.149408,53.632543,49.890975,10.195495,1.821015,20.381012,16,500,0.000,0
WML,45,WML,4,53.870697,28.658537,55.738036,42.198287,27.743319,0.405312,55.404654,16,500,0.000,0
WML,45,WML,5,53.950562,43.615709,55.515937,49.565823,12.814617,0.429692,25.524901,16,500,0.000,0
WML,45,WML,6,53.898361,55.113867,41.054959,48.084413,1.549333,14.234203,28.602258,16,500,0.000,0
WML,45,WML,7,53.914810,55.795750,55.945338,55.870544,0.303755,0.220943,0.729847,16,500,0.000,0
WML,45,WML,8,53.847237,54.411806,55.305973,54.858890,1.159281,1.072489,3.086221,16,500,0.000,0
WML,45,WML,9,53.934891,56.634140,39.719991,48.177065,0.337153,16.002722,32.136788,16,500,0.000,0
WML,45,WML,10,53.875927,55.787026,20.755396,38.271211,0.669660,24.917895,51.448652,16,500,0.000,0
WML,45,WML,11,53.772106,55.640631,56.155250,55.897941,0.434627,0.261402,1.015358,16,500,0.000,0
WML,45,WML,12,53.729820,52.911177,56.868815,54.889996,2.908350,0.282414,6.004410,16,500,0.000,0
WML,45,WML,13,53.870911,55.595809,55.398261,55.497035,0.262969,0.698502,1.445714,16,500,0.000,0
WML,45,WML,14,53.772198,32.831694,52.410025,42.620859,22.960193,2.593845,45.775947,16,500,0.000,0
WML,45,WML,15,53.841881,54.756929,51.108349,52.932639,1.399185,4.145252,8.660774,16,500,0.000,0
WML,46,WML,0,52.617592,47.710239,53.801295,50.755767,3.580699,0.314479,7.624262,16,500,0.000,1
WML,46,WML,1,52.655613,53.578260,54.037757,53.808009,0.337528,0.279127,0.878917,16,500,0.000,1
WML,46,WML,2,52.640617,49.279066,49.571042,49.425054,4.862813,4.063780,12.245739,16,500,0.000,1
WML,46,WML,3,52.643322,30.840373,48.396581,39.618477,19.459859,4.658067,39.710929,16,500,0.000,1
WML,46,WML,4,52.656425,24.485435,6.946163,15.715799,28.485098,19.659697,67.484891,16,500,0.000,1
WML,46,WML,5,52.610954,53.701591,53.170169,53.435880,0.231114,0.773414,1.583630,16,500,0.000,1
WML,46,WML,6,52.609856,53.332372,52.953424,53.142898,0.384737,0.491191,1.221330,16,500,0.000,1
WML,46,WML,7,52.629326,52.628925,53.821692,53.225309,1.208077,0.415065,2.543850,16,500,0.000,1
WML,46,WML,8,52.599861,54.172887,53.168211,53.670549,0.285681,0.439040,1.137313,16,500,0.000,1
WML,46,WML,9,52.654037,54.074125,51.445368,52.759746,0.323068,2.003635,4.149709,16,500,0.000,1
WML,46,WML,10,52.639526,47.290529,38.512331,42.901430,6.172852,7.797617,19.743380,16,500,0.000,1
WML,46,WML,11,52.602566,37.106027,53.944740,45.525383,11.420000,0.235980,23.721447,16,500,0.000,1
WML,46,WML,12,52.648659,27.332583,39.161870,33.247226,24.983869,14.005968,55.677606,16,500,0.000,1
WML,46,WML,13,52.648773,53.568097,42.531177,48.049637,0.311093,6.976400,14.647419,16,500,0.000,1
WML,46,WML,14,52.660583,51.443068,52.679688,52.061378,2.117836,0.429425,4.223872,16,500,0.000,1
WML,46,WML,15,52.612656,52.799199,53.800095,53.299647,0.823475,0.546660,1.978489,16,500,0.000,1
WML,47,WML,0,5.325441,-13.172967,16.489556,1.658295,20.212038,7.871715,44.622058,16,500,0.000,5
WML,47,WML,1,12.065958,16.777741,28.874722,22.826231,15.500932,1.340883,30.704671,16,500,0.000,4
WML,47,WML,2,7.940573,-15.042465,-26.410319,-20.726392,17.361033,18.982830,50.050039,16,500,0.000,3
WML,47,WML,3,1.548738,0.582889,-26.392687,-12.904899,12.139638,20.147956,47.536751,16,500,0.000,4
WML,47,WML,4,1.810323,-64.859221,-49.879441,-57.369331,21.115614,14.418808,50.005840,16,500,0.000,4
WML,47,WML,5,8.270706,-95.189724,-47.364425,-71.277075,16.200448,19.525281,54.891250,16,500,0.000,5
WML,47,WML,6,22.051727,18.051345,30.688516,24.369931,10.500284,1.919450,21.632455,16,500,0.000,5
WML,47,WML,7,10.928648,-68.291338,-21.753818,-45.022578,24.268829,21.541748,67.147722,16,500,0.000,3
WML,47,WML,8,6.483309,-36.221787,-1.870024,-19.045906,28.773745,15.991021,66.032355,16,500,0.000,6
WML,47,WML,9,19.808472,19.619813,32.155376,25.887594,10.239490,1.254993,20.957420,16,500,0.000,5
WML,47,WML,10,2.582530,-40.415433,-31.690444,-36.052939,19.603245,18.623866,52.439231,16,500,0.000,4
WML,47,WML,11,22.056831,31.115267,28.154663,29.634965,2.355893,3.296465,7.976666,16,500,0.000,6
WML,47,WML,12,7.162980,-22.869364,2.407496,-10.230934,23.443425,15.384659,55.729984,16,500,0.000,4
WML,47,WML,13,9.259035,-55.022463,-3.066813,-29.044638,25.841978,13.884660,62.711343,16,500,0.000,6
WML,47,WML,14,7.017584,-43.001470,-26.607382,-34.804426,27.117371,23.038312,69.271225,16,500,0.000,5
WML,47,WML,15,10.328938,3.703132,19.968867,11.836000,20.171771,7.015925,42.111927,16,500,0.000,3
