arm,d,rank,sigma,omega,R,r_rms,product
rank1,4,1,0.018228444309622584,99.68285458470345,1.2917655764739777,0.9083978442426003,1.0659477001420097
rank1,4,1,0.018228444309622584,134.58456933361077,0.6886552173446701,1.226632936591842,1.0361701710582611
rank1,4,1,0.018228444309622584,181.70633634214732,0.37606907624528574,1.6561119163875517,1.0314471674092662
rank1,4,1,0.018228444309622584,245.3267327032263,0.20621866612108175,2.235962342371213,1.0309959121862136
rank1,4,1,0.024610725056510595,54.68533292886767,2.4521392850729375,0.6710408717381326,1.1041881474741406
rank1,4,1,0.024610725056510595,73.83217516953168,1.2904162113317492,0.9084088053654765,1.0648599197088706
rank1,4,1,0.024610725056510595,99.68285458470345,0.690997820511016,1.2266328742913257,1.0396948126093049
rank1,4,1,0.024610725056510595,134.58456933361077,0.37744514981908217,1.656111916310174,1.0352213334950036
rank1,4,1,0.024610725056510595,181.70633634214732,0.2064364974718192,2.2359623423712134,1.032084966035609
rank1,4,1,0.03322761819490119,40.503826829893846,2.4767968316092306,0.6728496909466821,1.1213120725092123
rank1,4,1,0.03322761819490119,54.68533292886767,1.29343862361255,0.9084025587516757,1.0673393550128623
rank1,4,1,0.03322761819490119,73.83217516953168,0.6903403016937029,1.2266329389322115,1.0387056007243378
rank1,4,1,0.03322761819490119,99.68285458470345,0.37690531377752773,1.6561119163059732,1.033740721572837
rank1,4,1,0.03322761819490119,134.58456933361077,0.2066585907979664,2.2359623423712134,1.033195327748681
rank1,4,1,0.04486152311120365,29.99999999999996,2.4746851362095033,0.6722070751964141,1.118217045968775
rank1,4,1,0.04486152311120365,40.503826829893846,1.2914954666245781,0.9085266688651268,1.0660271024906294
rank1,4,1,0.04486152311120365,54.68533292886767,0.6908276953111955,1.2266329020942333,1.0394388845546347
rank1,4,1,0.04486152311120365,73.83217516953168,0.3765507122379363,1.656111916310332,1.032768153567135
rank1,4,1,0.04486152311120365,99.68285458470345,0.20579134095342616,2.2359623423712134,1.02885948821784
rank1,4,1,0.06056877878071584,22.22012265112078,2.461809881638011,0.6719894231802028,1.1116789586324216
