tag,env,mode,seed,d,B,epoch,minibatch,eta,eta_src,n_mean_v,n_mean_ubar,n_mean_c,n_mean_ubar_raw,R_batch_action,cos_meanv_meanc,clip_rate,task,arm,pad,condition
HopperHop_weighted_mle_s102_final,HopperHop,weighted_mle,102,4,2048,0,45,0.0012306231074035168,measured,0.19440216865639168,0.00636586342671385,0.1925642400289763,0.007021725124768421,0.0330583883369149,0.9995038556306276,0.00335693359375,hopper,B,0,hopper
HopperHop_weighted_mle_s102_final,HopperHop,weighted_mle,102,4,2048,0,46,0.0012306231074035168,measured,0.1911029315564499,0.006635584261608213,0.19060908352863754,0.007021725124768421,0.03481252907118907,0.9993989575146798,0.003047943115234375,hopper,B,0,hopper
HopperHop_weighted_mle_s102_final,HopperHop,weighted_mle,102,4,2048,0,47,0.0012306231074035168,measured,0.22188675021899243,0.006416255952057975,0.21993227961106862,0.007021725124768421,0.029173780053457363,0.9996173325810432,0.002880096435546875,hopper,B,0,hopper
HopperHop_weighted_mle_s102_final,HopperHop,weighted_mle,102,4,2048,0,48,0.0012306231074035168,measured,0.18602918804947643,0.006157536005406966,0.18503407035783784,0.007021725124768421,0.03327784982228199,0.999463638492383,0.00269317626953125,hopper,B,0,hopper
HopperHop_weighted_mle_s102_final,HopperHop,weighted_mle,102,4,2048,0,49,0.0012306231074035168,measured,0.20574790400089576,0.006599255364846632,0.2043659239950541,0.007021725124768421,0.03229136852078163,0.9995048463568935,0.0029754638671875,hopper,B,0,hopper
HopperHop_weighted_mle_s102_final,HopperHop,weighted_mle,102,4,2048,0,50,0.0012306231074035168,measured,0.19725197968742403,0.005994377681308293,0.19538369008616824,0.007021725124768421,0.03068003106417925,0.9995791098916476,0.003231048583984375,hopper,B,0,hopper
HopperHop_weighted_mle_s102_final,HopperHop,weighted_mle,102,4,2048,0,51,0.0012306231074035168,measured,0.22148132573643156,0.006366712145825287,0.22084941282771176,0.007021725124768421,0.028828295553419626,0.9995897320541696,0.00284576416015625,hopper,B,0,hopper
HopperHop_weighted_mle_s102_final,HopperHop,weighted_mle,102,4,2048,0,52,0.0012306231074035168,measured,0.20401992110608663,0.005983891325168097,0.20275874565841062,0.007021725124768421,0.029512370998880103,0.9995864271273697,0.003627777099609375,hopper,B,0,hopper
HopperHop_weighted_mle_s102_final,HopperHop,weighted_mle,102,4,2048,0,53,0.0012306231074035168,measured,0.21068508507966585,0.006367137736438615,0.20990713799249872,0.007021725124768421,0.0303331168120439,0.9995484921370092,0.002742767333984375,hopper,B,0,hopper
HopperHop_weighted_mle_s102_final,HopperHop,weighted_mle,102,4,2048,0,54,0.0012306231074035168,measured,0.18278810151761954,0.006260860306001167,0.18162704344818126,0.007021725124768421,0.03447096967006975,0.9994299524578198,0.003162384033203125,hopper,B,0,hopper
HopperHop_weighted_mle_s102_final,HopperHop,weighted_mle,102,4,2048,0,55,0.0012306231074035168,measured,0.17461144926611355,0.006256735470779066,0.17335340710302666,0.007021725124768421,0.03609237092769972,0.9993795060785265,0.003448486328125,hopper,B,0,hopper
HopperHop_weighted_mle_s102_final,HopperHop,weighted_mle,102,4,2048,0,56,0.0012306231074035168,measured,0.21074732992069622,0.006516478242917042,0.21030432659015533,0.007021725124768421,0.030985944742760715,0.9995231587179035,0.0032196044921875,hopper,B,0,hopper
HopperHop_weighted_mle_s102_final,HopperHop,weighted_mle,102,4,2048,0,57,0.0012306231074035168,measured,0.20023112723997313,0.006034750703791145,0.1985219565166235,0.007021725124768421,0.03039840433597288,0.9995786576145522,0.003021240234375,hopper,B,0,hopper
HopperHop_weighted_mle_s102_final,HopperHop,weighted_mle,102,4,2048,0,58,0.0012306231074035168,measured,0.20696867621381346,0.0062482476488871,0.2057412265225052,0.007021725124768421,0.030369448819112875,0.9995592741607696,0.002597808837890625,hopper,B,0,hopper
HopperHop_weighted_mle_s102_final,HopperHop,weighted_mle,102,4,2048,0,59,0.0012306231074035168,measured,0.18879616221296566,0.006591134319183363,0.18667956588405601,0.007021725124768421,0.03530720830603235,0.999447244278374,0.00311279296875,hopper,B,0,hopper
HopperHop_weighted_mle_s102_final,HopperHop,weighted_mle,102,4,2048,0,60,0.0012306231074035168,measured,0.22430355617379644,0.006396602730578305,0.22281386990498414,0.007021725124768421,0.028708278947254667,0.9996128556049653,0.002471923828125,hopper,B,0,hopper
HopperHop_weighted_mle_s102_final,HopperHop,weighted_mle,102,4,2048,0,61,0.0012306231074035168,measured,0.20259730041369156,0.006461113265477277,0.20129054571652355,0.007021725124768421,0.03209844378157895,0.9995091040656889,0.00293731689453125,hopper,B,0,hopper
HopperHop_weighted_mle_s102_final,HopperHop,weighted_mle,102,4,2048,0,62,0.0012306231074035168,measured,0.21366486567844087,0.0061027711159340175,0.2124218131510975,0.007021725124768421,0.02872949357401602,0.9996067312862615,0.003101348876953125,hopper,B,0,hopper
HopperHop_weighted_mle_s102_final,HopperHop,weighted_mle,102,4,2048,0,63,0.0012306231074035168,measured,0.21700155395596823,0.006499370493684227,0.2161488716377157,0.007021725124768421,0.030068954070450425,0.9995574558426886,0.00316619873046875,hopper,B,0,hopper
HopperHop_weighted_mle_s103_final,HopperHop,weighted_mle,103,4,2048,0,0,0.01947476901113987,measured,0.16809810415376697,0.04064298819181128,0.16621998937460447,0.008193417301633523,0.24451324022149354,0.9705037483280884,0.052570343017578125,hopper,B,0,hopper
HopperHop_weighted_mle_s103_final,HopperHop,weighted_mle,103,4,2048,0,1,0.01947476901113987,measured,0.15857078576749775,0.04631813120002913,0.15990313089922426,0.008193417301633523,0.28966369163172007,0.9577299833642987,0.054248809814453125,hopper,B,0,hopper
