task,arm,seed,M,eta,gate_open_frac,A_open,B_open,net_open,A_pooled,B_pooled,net_pooled,A_pred_pooled,gnorm,sigma,sig_star,curv_pooled,abs_curv,frac_curv_pos,ess,kl_med,spearman_A_dmu,spearman_A_Apred,slope_A_on_Apred
leap,PW_ent,302,32,0.130770102333046,0.0,nan,nan,nan,0.8506616353988647,-1.5699529647827148,-0.15253037214279175,2.305267810821533,0.11019487679004669,0.74757981300354,0.9840516448020935,-0.019327057525515556,0.11975586414337158,0.455078125,23.68871307373047,1.004412055015564,1.0,0.4467876311784026,6.832092185504735e-05
leap,PW_ent,303,16,0.07791994578243731,0.0,nan,nan,nan,1.421807885169983,-2.2209548950195312,-0.4816008508205414,0.8288834095001221,0.07700057327747345,0.626479983329773,1.1211233139038086,0.016764439642429352,0.048809073865413666,0.603515625,13.351612091064453,1.8806933164596558,1.0,0.6150941172852221,0.006980971898883581
leap,PW_ent,303,32,0.09839740472109287,0.0,nan,nan,nan,0.6938854455947876,-1.2725520133972168,-0.3108375370502472,0.519784688949585,0.07700057327747345,0.626479983329773,0.9758839011192322,0.01878500171005726,0.043491262942552567,0.64453125,28.296180725097656,0.7524744272232056,1.0,0.5879637378263008,0.0091486144810915
leap,PW_ent,304,16,0.05644046464428013,0.0,nan,nan,nan,1.7987315654754639,-2.712158679962158,0.0007407069206237793,1.7142577171325684,0.09608642756938934,0.4184139668941498,0.8246868848800659,0.04200191795825958,0.05799064412713051,0.775390625,9.829442977905273,2.6108129024505615,1.0,0.6306667246026024,0.006396152079105377
leap,PW_ent,304,32,0.06445835598273586,0.0,nan,nan,nan,1.1653082370758057,-1.451876163482666,0.0602094829082489,1.3143130540847778,0.09608642756938934,0.4184139668941498,0.661986231803894,0.04665924981236458,0.05580642819404602,0.80859375,20.99717140197754,1.1522635221481323,1.0,0.6747700980476304,0.007730055134743452
leap,PW_ent,305,16,0.06622730595923534,0.0,nan,nan,nan,2.159872531890869,-2.866766929626465,-0.2632310390472412,2.635499954223633,0.17711877822875977,0.43989986181259155,0.5506638288497925,0.02121831104159355,0.05290913209319115,0.62890625,8.483373641967773,3.285207986831665,1.0,0.45649449322507185,0.07828518748283386
leap,PW_ent,305,32,0.07225894231512958,0.0,nan,nan,nan,1.34470534324646,-1.6872200965881348,-0.05566370487213135,2.2138795852661133,0.17711877822875977,0.43989986181259155,0.42542922496795654,0.02131020277738571,0.04309447109699249,0.6328125,16.66759490966797,1.5007938146591187,1.0,0.46784287345075015,0.06109118461608887
leap,PW_ent,306,16,0.05407781017240378,0.0,nan,nan,nan,2.009795665740967,-3.1093287467956543,-0.6070621013641357,2.4829511642456055,0.07732118666172028,0.6468133926391602,0.9450973272323608,0.025004945695400238,0.06363911181688309,0.638671875,9.7803955078125,2.6574530601501465,1.0,0.6212313925510123,0.005507249850779772
leap,PW_ent,306,32,0.06053954441937032,0.0,nan,nan,nan,1.2268770933151245,-2.3867316246032715,-0.593143105506897,1.981198787689209,0.07732118666172028,0.6468133926391602,0.747651219367981,0.026565521955490112,0.06257903575897217,0.662109375,20.260475158691406,1.2199225425720215,1.0,0.7036249656675937,0.007479848340153694
leap,PW_ent,307,16,0.06090087134852007,0.0,nan,nan,nan,2.191999912261963,-2.9917850494384766,-0.4082341194152832,3.5781121253967285,0.09249372035264969,0.6641931533813477,0.9450608491897583,0.02529946342110634,0.0953228697180748,0.603515625,8.689750671386719,3.089262008666992,1.0,0.4455842088096954,2.674140205272124e-06
leap,PW_ent,307,32,0.06712973738671117,0.0,nan,nan,nan,1.2658414840698242,-1.7501320838928223,0.1452999711036682,2.9449033737182617,0.09249372035264969,0.6641931533813477,0.7477068901062012,0.025780867785215378,0.09504345059394836,0.59375,17.572216033935547,1.4988421201705933,1.0,0.4999341068138382,4.981612278243119e-07
leap,PW_ent,308,16,0.03744094513289687,0.0,nan,nan,nan,2.151778221130371,-3.4290432929992676,-0.6382916569709778,3.0714712142944336,0.08449113368988037,0.46968501806259155,0.6407963633537292,0.00799858570098877,0.03520721197128296,0.58203125,8.162168502807617,3.3852715492248535,1.0,0.39093229291836906,0.018883569166064262
